30862592,R
30862600,R
11762672,R
11762680,R
11762688,R
11762696,R
11762704,R
11762712,R
11762720,R
11762728,R
13194848,R
13194856,R
30578560,R
30578568,R
21786832,R
21786840,R
12395728,R
12395736,R
21064688,R
21064696,R
13194912,R
13194920,R
25546400,R
25546408,R
25546416,R
25546424,R
25546432,R
25546440,R
25546448,R
25546456,R
31482992,R
31483000,R
31483008,R
31483016,R
31483024,R
31483032,R
31483040,R
31483048,R
21710928,R
21710936,R
21994448,R
21994456,R
20485888,R
20485896,R
20485904,R
20485912,R
666976,R
666984,R
34246576,R
34246584,R
21869328,R
21869336,R
21837744,R
21837752,R
30566256,R
30566264,R
30623472,R
30623480,R
31397648,R
31397656,R
12395744,R
12395752,R
12395760,R
12395768,R
12395776,R
12395784,R
12395792,R
12395800,R
22358544,R
22358552,R
31007088,R
31007096,R
32234688,R
32234696,R
12395808,R
12395816,R
12395824,R
12395832,R
12395840,R
12395848,R
32672080,R
32672088,R
30528016,R
30528024,R
32782656,R
32782664,R
30697440,R
30697448,R
31024384,R
31024392,R
8748192,R
8748200,R
30837088,R
30837096,R
31471392,R
31471400,R
11762736,R
11762744,R
11762752,R
11762760,R
19733232,R
19733240,R
34324528,R
34324536,R
34324544,R
34324552,R
34324560,R
34324568,R
34324576,R
34324584,R
13971152,R
13971160,R
13971168,R
13971176,R
13971184,R
13971192,R
20767360,R
20767368,R
30602912,R
30602920,R
31051312,R
31051320,R
21064704,R
21064712,R
21069056,R
21069064,R
14514128,R
14514136,R
33106768,R
33106776,R
19273408,R
19273416,R
19273424,R
19273432,R
19273440,R
19273448,R
19273456,R
19273464,R
18104000,R
18104008,R
32887648,R
32887656,R
13971200,R
13971208,R
13971216,R
13971224,R
13971232,R
13971240,R
13971248,R
13971256,R
18233248,R
18233256,R
18233264,R
18233272,R
18233280,R
18233288,R
18233296,R
18233304,R
18233312,R
18233320,R
18233328,R
18233336,R
19273472,R
19273480,R
19273488,R
19273496,R
19273536,R
19273544,R
19273552,R
19273560,R
32349824,R
32349832,R
20434432,R
20434440,R
20434448,R
20434456,R
21992784,R
21992792,R
30912288,R
30912296,R
14514176,R
14514184,R
704944,R
704952,R
662240,R
662248,R
21869840,R
21869848,R
14514208,R
14514216,R
18764592,R
18764600,R
22646912,R
22646920,R
32349840,R
32349848,R
32349856,R
32349864,R
32349872,R
32349880,R
32349888,R
32349896,R
32349904,R
32349912,R
21069088,R
21069096,R
14514224,R
14514232,R
14514240,R
14514248,R
30588272,R
30588280,R
21064720,R
21064728,R
30626784,R
30626792,R
671024,R
671032,R
21900400,R
21900408,R
21069104,R
21069112,R
21069120,R
21069128,R
21069136,R
21069144,R
21069152,R
21069160,R
21069168,R
21069176,R
20434464,R
20434472,R
21838896,R
21838904,R
22646928,R
22646936,R
22646944,R
22646952,R
22646960,R
22646968,R
22646976,R
22646984,R
23216480,R
23216488,R
23216496,R
23216504,R
23216512,R
23216520,R
23216528,R
23216536,R
23216544,R
23216552,R
23216560,R
23216568,R
30107728,R
30107736,R
30912608,R
30912616,R
22646992,R
22647000,R
22647008,R
22647016,R
22647024,R
22647032,R
11889696,R
11889704,R
23191424,R
23191432,R
23191456,R
23191464,R
23191488,R
23191496,R
34261680,R
34261688,R
34261696,R
34261704,R
34261712,R
34261720,R
34261728,R
34261736,R
30919504,R
30919512,R
18104016,R
18104024,R
18104032,R
18104040,R
18104048,R
18104056,R
18104064,R
18104072,R
18104080,R
18104088,R
18104096,R
18104104,R
18104112,R
18104120,R
13195632,R
13195640,R
10741584,R
10741592,R
10741600,R
10741608,R
10741616,R
10741624,R
10741632,R
10741640,R
20767376,R
20767384,R
21390160,R
21390168,R
20485920,R
20485928,R
20485936,R
20485944,R
20485952,R
20485960,R
20485968,R
20485976,R
20485984,R
20485992,R
20486000,R
20486008,R
20434480,R
20434488,R
21399408,R
21399416,R
23216576,R
23216584,R
23216592,R
23216600,R
32887664,R
32887672,R
32887680,R
32887688,R
32887696,R
32887704,R
32887712,R
32887720,R
32887728,R
32887736,R
32887744,R
32887752,R
32887760,R
32887768,R
20434496,R
20434504,R
20434512,R
20434520,R
20434528,R
20434536,R
20434544,R
20434552,R
696816,R
696824,R
696832,R
696840,R
696848,R
696856,R
696864,R
696872,R
696880,R
696888,R
23510976,R
23510984,R
30813840,R
30813848,R
30298912,R
30298920,R
20767392,R
20767400,R
21780496,R
21780504,R
34246592,R
34246600,R
10282704,R
10282712,R
10282720,R
10282728,R
10282736,R
10282744,R
10282752,R
10282760,R
22966944,R
22966952,R
20767408,R
20767416,R
21390176,R
21390184,R
22966960,R
22966968,R
22966976,R
22966984,R
22966992,R
22967000,R
22967008,R
22967016,R
30910208,R
30910216,R
24159456,R
24159464,R
10741648,R
10741656,R
10741664,R
10741672,R
10741680,R
10741688,R
10741696,R
10741704,R
30101344,R
30101352,R
30752080,R
30752088,R
20767424,R
20767432,R
22967024,R
22967032,R
22967136,R
22967144,R
22967152,R
22967160,R
12684752,R
12684760,R
12684768,R
12684776,R
12684784,R
12684792,R
10282768,R
10282776,R
10282784,R
10282792,R
